Coverage,Hit %
0.00000,0.83249
0.05000,0.83249
0.10000,0.83249
0.15000,0.83249
0.20000,0.83249
0.25000,0.90863
0.30000,0.90863
0.35000,0.90863
0.40000,0.90863
0.45000,0.90863
0.50000,0.93401
0.55000,0.93401
0.60000,0.93401
0.65000,0.93401
0.70000,0.96447
0.75000,0.96447
0.80000,0.96447
0.85000,0.96447
0.90000,0.96447
0.95000,0.96447
1.00000,0.96447
