SubjectId,TargetSystem,RR-Without,RR-With
Subj344,Weka,0,071,0,111
Subj345,Weka,0,024,0,100
Subj346,Weka,0,071,0,100
Subj347,Weka,0,037,0,100
Subj348,Weka,0,000,1,000
Subj349,Weka,0,000,1,000
Subj350,Weka,0,000,1,000
Subj351,Weka,0,000,1,000
Subj352,Weka,0,333,1,000
Subj353,Weka,1,000,1,000
Subj354,Weka,1,000,1,000
Subj355,Weka,0,050,1,000
Subj356,Weka,1,000,1,000
Subj357,Weka,1,000,1,000
Subj358,Weka,1,000,1,000
Subj359,Weka,0,000,0,000
Subj360,Weka,0,000,0,000
Subj361,Weka,0,000,0,000
Subj362,Weka,0,000,0,000
Subj363,Weka,0,000,0,000
Subj364,Weka,0,000,0,000
Subj365,Weka,0,000,0,000
Subj366,Weka,1,000,1,000
Subj367,Weka,0,003,1,000
Subj368,Weka,1,000,1,000
Subj369,Weka,0,002,0,006
Subj370,Weka,1,000,1,000
Subj371,Weka,1,000,1,000
Subj372,Weka,0,006,1,000
Subj373,Weka,1,000,1,000
Subj374,Weka,0,004,0,011
Subj375,Weka,1,000,1,000
Subj376,Weka,1,000,1,000
Subj377,Weka,0,003,1,000
Subj378,Weka,0,020,1,000
Subj379,Weka,0,003,0,007
Subj380,Weka,1,000,1,000
Subj381,Weka,1,000,1,000
Subj382,Weka,0,004,1,000
Subj383,Weka,0,026,1,000
Subj384,Weka,0,004,0,014
Subj385,Weka,1,000,1,000
Subj386,Weka,1,000,1,000
Subj387,Weka,0,008,1,000
Subj388,Weka,0,100,1,000
Subj389,Weka,0,100,0,091
Subj390,Weka,1,000,1,000
Subj391,Weka,1,000,1,000
Subj392,Weka,0,011,1,000
Subj393,Weka,0,111,1,000
Subj394,Weka,0,111,0,143
Subj395,Weka,1,000,1,000
,,,
